campaign_id,product_type,audience_age,audience_gender,location,channel,duration_days,budget_usd,click_through_rate
1500,Furniture,45-54,Other,Illinois,LinkedIn,45,5559.03,0.0516
1501,Furniture,55+,Female,New York,Google Ads,60,3544.19,0.0691
1502,Smartphones,45-54,Male,Illinois,LinkedIn,14,5918.05,0.0348
1503,Furniture,35-44,Male,New York,LinkedIn,7,1277.28,0.0476
1504,Laptops,55+,Female,California,Facebook,60,4073.51,0.0274
1505,Shoes,25-34,Male,California,Instagram,45,2756.24,0.028
1506,Furniture,55+,Female,Illinois,Instagram,45,4661.85,0.0525
1507,Shoes,18-24,Other,California,Instagram,60,4284.19,0.0513
1508,Smartphones,18-24,Male,California,Instagram,14,6496.24,0.0755
1509,Shoes,45-54,Other,Texas,Google Ads,45,6473.2,0.0645
1510,Smartphones,55+,Other,New York,Facebook,45,4426.97,0.0306
1511,Laptops,25-34,Male,California,Google Ads,14,2225.42,0.082
1512,Smartphones,18-24,Male,Illinois,LinkedIn,14,6028.18,0.0656
1513,Smartphones,25-34,Female,Texas,Facebook,14,9681.9,0.0739
1514,Books,35-44,Female,California,YouTube,14,2261.71,0.0546
1515,Furniture,18-24,Male,Illinois,Instagram,60,1156.06,0.0148
1516,Furniture,45-54,Female,New York,LinkedIn,60,3013.33,0.0175
1517,Laptops,35-44,Other,California,Instagram,30,4422.74,0.0542
1518,Laptops,55+,Other,Illinois,Instagram,30,3408.79,0.0455
1519,Furniture,25-34,Male,Illinois,Instagram,30,8429.74,0.0557
1520,Books,18-24,Female,Florida,YouTube,45,5183.76,0.0528
1521,Furniture,35-44,Male,Illinois,LinkedIn,14,2838.21,0.0527
1522,Books,35-44,Other,Florida,Instagram,60,9526.89,0.0665
1523,Laptops,18-24,Male,New York,Instagram,60,1688.1,0.0327
1524,Shoes,55+,Male,New York,Facebook,14,1667.66,0.0296
1525,Laptops,55+,Male,Texas,Instagram,30,2830.21,0.035
1526,Laptops,45-54,Male,Florida,Facebook,45,1229.34,0.0286
1527,Smartphones,55+,Other,Illinois,LinkedIn,60,7640.7,0.0264
1528,Smartphones,45-54,Male,Texas,LinkedIn,7,3471.7,0.0385
1529,Smartphones,35-44,Male,Texas,LinkedIn,45,7433.46,0.0341
1530,Smartphones,18-24,Female,New York,Facebook,45,7746.01,0.0628
1531,Books,55+,Male,Illinois,YouTube,30,2756.43,0.0671
1532,Furniture,45-54,Female,Florida,YouTube,14,5424.45,0.0721
1533,Shoes,35-44,Male,New York,Instagram,7,5436.13,0.0347
1534,Laptops,55+,Female,Texas,LinkedIn,30,8777.96,0.0531
1535,Books,25-34,Male,California,Google Ads,14,743.49,0.053
1536,Shoes,35-44,Female,Texas,Instagram,7,3509.6,0.0466
1537,Books,55+,Male,California,YouTube,60,8883.65,0.0695
1538,Books,35-44,Male,New York,YouTube,7,2749.63,0.0544
1539,Laptops,18-24,Female,Florida,LinkedIn,30,1800.36,0.0242
1540,Furniture,18-24,Male,Illinois,Facebook,7,5973.32,0.0478
1541,Smartphones,18-24,Male,California,Instagram,7,3405.83,0.0689
1542,Furniture,25-34,Male,Illinois,Facebook,7,4939.3,0.0555
1543,Laptops,18-24,Male,New York,YouTube,60,8290.12,0.0555
1544,Laptops,25-34,Other,New York,LinkedIn,14,5446.62,0.0456
1545,Laptops,18-24,Male,New York,YouTube,7,5400.95,0.0583
1546,Shoes,35-44,Other,Florida,LinkedIn,45,3142.74,0.0298
1547,Furniture,55+,Other,California,Google Ads,30,8032.22,0.0813
1548,Furniture,55+,Male,Illinois,Facebook,45,7528.24,0.0564
1549,Books,18-24,Female,Texas,Instagram,14,2724.14,0.0531
1550,Books,55+,Female,New York,LinkedIn,30,3540.04,0.0537
1551,Books,18-24,Male,Illinois,Google Ads,14,7991.97,0.0856
1552,Laptops,18-24,Other,Illinois,Google Ads,30,3898.32,0.0623
1553,Furniture,45-54,Female,Florida,Facebook,45,4333.82,0.0556
1554,Laptops,45-54,Male,California,LinkedIn,45,3961.92,0.0365
1555,Shoes,45-54,Male,Florida,Instagram,60,2035.51,0.0239
1556,Books,25-34,Other,Florida,Instagram,14,3738.52,0.0446
1557,Laptops,45-54,Female,Illinois,Instagram,45,8127.89,0.0465
1558,Laptops,18-24,Male,California,YouTube,30,5165.22,0.0444
1559,Shoes,35-44,Female,California,YouTube,7,4853.07,0.0554
1560,Smartphones,45-54,Male,California,LinkedIn,7,1985.34,0.0235
1561,Furniture,45-54,Male,New York,Instagram,7,2186.91,0.0494
1562,Smartphones,35-44,Male,California,Google Ads,60,908.03,0.0532
1563,Books,18-24,Other,Illinois,Instagram,45,632.58,0.0177
1564,Laptops,25-34,Other,New York,LinkedIn,14,5136.13,0.0477
1565,Shoes,45-54,Other,Texas,Instagram,14,4387.71,0.0373
1566,Shoes,35-44,Female,Florida,Facebook,60,3116.09,0.0443
1567,Furniture,18-24,Other,California,Instagram,30,9905.44,0.0478
1568,Smartphones,55+,Other,Texas,Google Ads,45,4280.96,0.0573
1569,Furniture,25-34,Female,California,LinkedIn,45,7994.05,0.0434
1570,Laptops,35-44,Female,Florida,LinkedIn,30,2500.18,0.0359
1571,Furniture,35-44,Female,Illinois,Google Ads,30,2846.89,0.0776
1572,Shoes,35-44,Female,Illinois,LinkedIn,45,5899.72,0.0301
1573,Shoes,45-54,Other,Florida,Instagram,45,538.27,0.0191
1574,Books,55+,Other,Texas,LinkedIn,7,665.54,0.0384
1575,Books,25-34,Female,New York,Instagram,14,1851.08,0.0387
1576,Laptops,18-24,Other,New York,LinkedIn,7,2619.65,0.0405
1577,Smartphones,18-24,Male,California,Instagram,7,5514.57,0.0736
1578,Furniture,55+,Other,Florida,Instagram,14,7019.18,0.0724
1579,Laptops,35-44,Male,Florida,Google Ads,60,3462.85,0.0723
1580,Books,35-44,Female,New York,Google Ads,60,2771.17,0.0733
1581,Furniture,35-44,Female,Texas,YouTube,60,8316.71,0.0705
1582,Books,35-44,Other,Florida,Google Ads,60,2046.38,0.0724
1583,Furniture,35-44,Female,Illinois,Instagram,30,6944.1,0.0662
1584,Smartphones,55+,Other,Illinois,Instagram,7,9347.64,0.0505
1585,Laptops,45-54,Other,Florida,LinkedIn,30,2706.0,0.0349
1586,Furniture,25-34,Other,Texas,LinkedIn,30,1326.17,0.0332
1587,Shoes,35-44,Other,Illinois,YouTube,14,9807.71,0.0695
1588,Shoes,45-54,Male,Texas,Instagram,60,3072.35,0.0202
1589,Furniture,18-24,Male,New York,YouTube,45,3118.8,0.0368
1590,Furniture,55+,Female,California,Instagram,60,5095.84,0.0325
1591,Furniture,45-54,Male,New York,Google Ads,7,2695.05,0.0808
1592,Shoes,35-44,Female,California,LinkedIn,30,9932.29,0.0477
1593,Shoes,35-44,Female,Illinois,YouTube,7,908.18,0.0529
1594,Furniture,35-44,Other,California,Facebook,30,4788.99,0.054
1595,Books,45-54,Other,California,Instagram,30,5709.29,0.0483
1596,Books,35-44,Other,Florida,Google Ads,30,4936.03,0.0852
1597,Smartphones,45-54,Other,California,Facebook,45,5444.97,0.0325
1598,Laptops,35-44,Other,Florida,Google Ads,60,9882.0,0.0745
1599,Books,18-24,Other,California,Google Ads,30,8830.57,0.0758
1600,Shoes,18-24,Male,Florida,Instagram,14,3430.21,0.0651
1601,Books,25-34,Female,Illinois,Google Ads,30,5739.03,0.0772
1602,Smartphones,35-44,Female,Illinois,YouTube,60,502.95,0.035
1603,Smartphones,35-44,Other,California,Facebook,60,4390.91,0.0439
1604,Laptops,45-54,Male,Texas,Google Ads,45,2056.81,0.059
1605,Books,45-54,Other,Illinois,Google Ads,30,7257.93,0.0834
1606,Shoes,35-44,Male,New York,LinkedIn,14,2600.35,0.0321
1607,Shoes,25-34,Male,New York,LinkedIn,45,7614.51,0.0472
1608,Furniture,35-44,Female,Florida,YouTube,45,3475.02,0.0545
1609,Shoes,45-54,Female,Texas,LinkedIn,30,9295.37,0.0468
1610,Laptops,35-44,Male,Florida,Google Ads,30,4731.46,0.0863
1611,Laptops,45-54,Female,California,Google Ads,45,8475.42,0.0741
1612,Shoes,35-44,Male,Illinois,Facebook,45,6467.58,0.0513
1613,Shoes,55+,Male,Texas,LinkedIn,45,9785.28,0.0292
1614,Furniture,45-54,Male,Florida,Instagram,7,7555.87,0.0619
1615,Shoes,25-34,Female,Florida,LinkedIn,45,7413.18,0.0566
1616,Furniture,55+,Other,New York,Google Ads,60,3016.23,0.0587
1617,Furniture,35-44,Female,California,Facebook,14,5296.17,0.0653
1618,Shoes,45-54,Other,Florida,LinkedIn,14,3256.08,0.0351
1619,Smartphones,55+,Female,New York,Facebook,30,683.29,0.0194
1620,Smartphones,25-34,Female,Texas,LinkedIn,45,7250.56,0.0592
1621,Furniture,45-54,Other,Florida,YouTube,14,2740.45,0.0655
1622,Shoes,55+,Male,New York,Google Ads,14,4274.58,0.0464
1623,Smartphones,55+,Other,California,Google Ads,60,3204.07,0.0473
1624,Shoes,55+,Male,Illinois,Instagram,60,2396.54,0.0237
1625,Shoes,18-24,Male,Texas,Google Ads,7,1137.63,0.0722
1626,Shoes,35-44,Female,Florida,Instagram,7,3709.95,0.043
1627,Books,45-54,Female,New York,Google Ads,14,1276.58,0.0714
1628,Shoes,45-54,Female,Florida,LinkedIn,30,5633.03,0.0428
1629,Books,45-54,Female,Illinois,LinkedIn,14,686.43,0.0189
1630,Furniture,55+,Female,Florida,YouTube,30,9430.19,0.073
1631,Smartphones,35-44,Other,Florida,LinkedIn,14,9681.51,0.0554
1632,Smartphones,25-34,Other,New York,Facebook,60,3394.21,0.0482
1633,Smartphones,45-54,Other,Illinois,LinkedIn,45,2971.85,0.0259
1634,Smartphones,35-44,Other,Texas,Instagram,14,1491.85,0.0388
1635,Smartphones,35-44,Female,New York,YouTube,7,9096.73,0.0726
1636,Smartphones,18-24,Other,Illinois,Facebook,30,6075.21,0.0668
1637,Smartphones,45-54,Other,Illinois,Facebook,30,6296.19,0.0519
1638,Furniture,55+,Male,Florida,Google Ads,14,9010.64,0.0936
1639,Shoes,35-44,Female,California,Instagram,30,9152.47,0.0448
1640,Laptops,35-44,Other,California,LinkedIn,7,8369.25,0.0526
1641,Books,25-34,Other,Texas,LinkedIn,60,7847.69,0.0453
1642,Laptops,18-24,Other,Florida,Google Ads,45,8833.79,0.0888
1643,Laptops,35-44,Female,California,LinkedIn,45,8821.72,0.0453
1644,Shoes,35-44,Other,New York,Facebook,30,4002.13,0.0407
1645,Shoes,55+,Male,Texas,LinkedIn,14,9747.22,0.0447
1646,Shoes,55+,Female,Florida,LinkedIn,30,7236.76,0.039
1647,Smartphones,25-34,Male,New York,Facebook,7,4016.99,0.0661
1648,Furniture,25-34,Female,California,Instagram,14,4699.47,0.0501
1649,Smartphones,25-34,Other,California,Instagram,60,7027.75,0.0514
1650,Furniture,55+,Female,California,Facebook,7,3930.44,0.0567
1651,Furniture,55+,Female,California,Facebook,60,8352.3,0.0312
1652,Laptops,18-24,Female,Illinois,YouTube,14,1906.6,0.0657
1653,Laptops,45-54,Male,Texas,YouTube,60,9122.15,0.0574
1654,Furniture,45-54,Female,Texas,LinkedIn,7,3361.38,0.055
1655,Furniture,18-24,Other,California,LinkedIn,7,1950.77,0.0341
1656,Smartphones,45-54,Female,Texas,YouTube,30,8651.23,0.0549
1657,Smartphones,55+,Female,New York,LinkedIn,14,2774.9,0.0372
1658,Laptops,45-54,Other,New York,Instagram,45,8512.26,0.0518
1659,Shoes,55+,Other,Texas,Instagram,45,3314.51,0.032
1660,Furniture,18-24,Male,California,Google Ads,60,9371.71,0.0597
1661,Smartphones,25-34,Other,Florida,YouTube,45,2581.24,0.0546
1662,Laptops,18-24,Other,California,Instagram,45,1161.67,0.0207
1663,Smartphones,45-54,Other,Illinois,Google Ads,7,9397.05,0.071
1664,Furniture,55+,Female,Florida,Facebook,7,2073.44,0.0596
1665,Furniture,45-54,Male,Illinois,Instagram,7,9469.26,0.0656
1666,Books,45-54,Other,Texas,Google Ads,45,8327.78,0.0732
1667,Shoes,25-34,Other,Illinois,LinkedIn,60,1278.29,0.0271
1668,Books,45-54,Other,Texas,Google Ads,14,4728.78,0.0875
1669,Laptops,25-34,Female,Illinois,Instagram,30,1197.3,0.0438
1670,Smartphones,55+,Female,Florida,LinkedIn,60,3632.97,0.0232
1671,Laptops,55+,Male,Illinois,LinkedIn,7,3839.28,0.0443
1672,Furniture,25-34,Male,California,Google Ads,60,6196.52,0.0681
1673,Books,18-24,Female,Texas,Google Ads,14,9771.01,0.0839
1674,Books,55+,Other,New York,Instagram,7,2112.75,0.048
1675,Books,18-24,Other,Illinois,LinkedIn,14,3626.93,0.0456
1676,Laptops,55+,Male,Texas,YouTube,30,6077.47,0.0566
1677,Furniture,55+,Other,New York,Google Ads,60,2128.5,0.0499
1678,Smartphones,35-44,Female,Texas,YouTube,30,7251.74,0.0729
1679,Smartphones,45-54,Male,Texas,YouTube,45,4334.77,0.0488
1680,Laptops,45-54,Female,New York,LinkedIn,60,9520.94,0.0419
1681,Books,18-24,Female,New York,Instagram,45,6483.77,0.0416
1682,Shoes,45-54,Other,Florida,YouTube,14,3949.27,0.0587
1683,Laptops,18-24,Female,Illinois,Instagram,45,7334.99,0.043
1684,Laptops,55+,Female,Illinois,Google Ads,14,8468.17,0.0851
1685,Furniture,35-44,Other,Texas,LinkedIn,30,8104.56,0.0489
1686,Smartphones,35-44,Female,California,Facebook,7,2996.26,0.0415
1687,Laptops,55+,Other,California,LinkedIn,30,4461.34,0.0319
1688,Laptops,25-34,Female,Texas,Facebook,45,4795.69,0.0552
1689,Books,25-34,Other,Florida,Google Ads,14,4189.64,0.0767
1690,Books,45-54,Other,New York,Instagram,45,3453.2,0.0415
1691,Shoes,18-24,Male,Texas,Google Ads,7,7651.1,0.0948
1692,Furniture,35-44,Female,Illinois,LinkedIn,60,616.13,0.0287
1693,Shoes,45-54,Female,California,Facebook,60,3288.67,0.0272
1694,Books,55+,Male,California,Facebook,60,1845.36,0.045
1695,Smartphones,35-44,Other,California,LinkedIn,45,1723.31,0.0253
1696,Books,18-24,Other,Florida,LinkedIn,60,3131.11,0.0274
1697,Furniture,18-24,Male,Illinois,Google Ads,14,7740.45,0.0726
1698,Books,25-34,Male,Florida,YouTube,7,9709.51,0.0655
1699,Furniture,45-54,Other,New York,Facebook,30,5388.88,0.043
1700,Furniture,55+,Other,Texas,LinkedIn,14,3720.23,0.0378
1701,Furniture,35-44,Male,Texas,Google Ads,7,8377.12,0.0946
1702,Furniture,18-24,Female,California,YouTube,30,1137.48,0.0296
1703,Furniture,35-44,Other,California,Instagram,60,1385.1,0.0202
1704,Smartphones,55+,Male,New York,LinkedIn,30,3780.98,0.0224
1705,Shoes,35-44,Female,Florida,YouTube,45,4759.88,0.0502
1706,Laptops,45-54,Female,Illinois,Instagram,45,8079.46,0.0505
1707,Shoes,25-34,Female,New York,Instagram,60,9290.01,0.0413
1708,Furniture,35-44,Female,Texas,Google Ads,60,5547.13,0.0941
1709,Smartphones,25-34,Male,Texas,Facebook,14,5208.62,0.0693
1710,Books,55+,Other,Florida,LinkedIn,14,2523.6,0.0419
1711,Smartphones,25-34,Female,New York,YouTube,45,4786.22,0.0622
1712,Furniture,35-44,Female,Illinois,Instagram,7,9274.62,0.0819
1713,Smartphones,35-44,Male,New York,Facebook,14,4232.55,0.044
1714,Smartphones,18-24,Female,New York,Instagram,7,2501.48,0.0519
1715,Furniture,35-44,Male,Florida,LinkedIn,45,3704.3,0.0468
1716,Smartphones,25-34,Male,Illinois,LinkedIn,14,5388.65,0.0573
1717,Laptops,18-24,Other,Texas,Google Ads,7,6186.56,0.0892
1718,Laptops,35-44,Female,California,LinkedIn,7,4608.08,0.0593
1719,Smartphones,35-44,Other,Illinois,LinkedIn,14,7706.09,0.0565
1720,Books,55+,Male,Texas,LinkedIn,60,6052.31,0.0391
1721,Furniture,18-24,Female,Florida,Facebook,30,6817.96,0.0379
1722,Laptops,55+,Male,Illinois,YouTube,60,8697.73,0.0451
1723,Books,55+,Male,Illinois,YouTube,30,8724.04,0.0781
1724,Smartphones,55+,Male,Texas,LinkedIn,7,2433.33,0.0322
1725,Books,45-54,Female,Texas,YouTube,14,6421.78,0.0812
1726,Shoes,55+,Male,New York,LinkedIn,45,7308.09,0.0298
1727,Laptops,25-34,Male,New York,YouTube,14,1885.6,0.0536
1728,Smartphones,35-44,Female,Illinois,YouTube,60,8506.31,0.0564
1729,Furniture,45-54,Other,California,Instagram,30,2214.46,0.0372
1730,Smartphones,55+,Male,Florida,Facebook,14,8093.15,0.0542
1731,Furniture,35-44,Other,Texas,Instagram,30,2033.92,0.0484
1732,Smartphones,18-24,Other,New York,Instagram,60,7546.9,0.0675
1733,Books,18-24,Other,Florida,YouTube,60,1907.41,0.0446
1734,Books,35-44,Other,Illinois,Google Ads,14,4098.88,0.09
1735,Books,25-34,Other,Texas,Google Ads,45,1863.4,0.0651
1736,Shoes,35-44,Other,Texas,Facebook,45,3071.79,0.0439
1737,Furniture,35-44,Female,New York,LinkedIn,30,9852.89,0.0569
1738,Books,45-54,Female,California,YouTube,14,1522.92,0.0512
1739,Shoes,18-24,Other,Texas,Facebook,7,4361.42,0.0713
1740,Furniture,18-24,Female,California,Instagram,60,6930.73,0.0351
1741,Smartphones,55+,Female,Florida,YouTube,30,1398.69,0.0257
1742,Shoes,35-44,Other,Texas,Instagram,60,1535.81,0.0285
1743,Laptops,35-44,Other,Texas,Facebook,30,1861.0,0.0403
1744,Shoes,25-34,Male,California,Google Ads,14,6627.37,0.0853
1745,Shoes,18-24,Female,New York,Facebook,30,9138.7,0.0683
1746,Furniture,25-34,Other,Illinois,YouTube,30,8346.9,0.0679
1747,Smartphones,45-54,Female,Florida,YouTube,7,9839.02,0.0622
1748,Laptops,55+,Female,Texas,LinkedIn,30,5992.31,0.0373
1749,Books,25-34,Female,New York,Google Ads,45,9634.03,0.0797
1750,Books,18-24,Male,Texas,YouTube,30,3396.87,0.0551
1751,Shoes,45-54,Other,Florida,Google Ads,30,4504.29,0.0727
1752,Furniture,35-44,Female,Illinois,YouTube,14,4262.39,0.0679
1753,Furniture,45-54,Other,Texas,Google Ads,30,949.9,0.0635
1754,Books,25-34,Female,California,Facebook,7,8382.2,0.0711
1755,Laptops,18-24,Other,New York,Google Ads,14,734.82,0.0561
1756,Smartphones,25-34,Other,Illinois,Instagram,60,7433.82,0.0544
1757,Laptops,35-44,Other,Texas,Facebook,45,4367.12,0.0576
1758,Smartphones,35-44,Female,Illinois,YouTube,45,559.35,0.0351
1759,Books,18-24,Male,California,YouTube,60,3254.5,0.0395
1760,Smartphones,55+,Other,Texas,LinkedIn,30,3788.21,0.0233
1761,Furniture,45-54,Male,Illinois,Instagram,7,9664.67,0.0796
1762,Shoes,45-54,Other,Texas,LinkedIn,7,6780.25,0.0431
1763,Shoes,35-44,Male,Texas,Facebook,7,5663.93,0.0545
1764,Books,25-34,Other,Illinois,LinkedIn,7,1706.98,0.0375
1765,Furniture,25-34,Male,Texas,Facebook,30,4215.49,0.0548
1766,Laptops,55+,Other,California,LinkedIn,60,839.76,0.0164
1767,Furniture,25-34,Other,Illinois,Google Ads,60,7736.01,0.0694
1768,Shoes,45-54,Male,Illinois,Facebook,45,2046.38,0.0242
1769,Shoes,25-34,Other,California,Facebook,60,6147.14,0.0621
1770,Furniture,55+,Female,California,Google Ads,7,7144.22,0.0825
1771,Furniture,45-54,Other,California,Google Ads,30,3981.84,0.0744
1772,Shoes,25-34,Other,Texas,Instagram,14,6509.63,0.0652
1773,Laptops,45-54,Female,Texas,Google Ads,14,7760.21,0.0745
1774,Books,35-44,Female,Florida,LinkedIn,7,2249.18,0.0455
1775,Books,35-44,Female,Texas,Google Ads,45,6208.17,0.082
1776,Furniture,35-44,Male,California,Google Ads,14,7471.89,0.0958
1777,Books,25-34,Female,Florida,Facebook,7,3891.96,0.0574
1778,Shoes,55+,Male,California,Facebook,30,2043.67,0.0273
1779,Shoes,45-54,Female,New York,Google Ads,14,3218.1,0.0662
1780,Furniture,18-24,Male,Illinois,Instagram,7,9364.21,0.0493
1781,Furniture,35-44,Female,New York,Facebook,14,3895.76,0.0651
1782,Furniture,35-44,Female,California,LinkedIn,30,1523.16,0.0401
1783,Laptops,18-24,Other,Texas,LinkedIn,60,1285.9,0.0217
1784,Books,18-24,Female,Illinois,Google Ads,60,2214.7,0.0489
1785,Furniture,25-34,Other,Texas,Google Ads,30,1711.37,0.0699
1786,Smartphones,45-54,Female,Texas,Instagram,30,5202.91,0.0281
1787,Smartphones,35-44,Female,Illinois,Google Ads,60,3801.74,0.058
1788,Shoes,55+,Other,Illinois,YouTube,30,8493.35,0.0427
1789,Books,25-34,Other,New York,YouTube,30,8870.25,0.071
1790,Furniture,25-34,Male,California,Google Ads,30,4996.15,0.0778
1791,Smartphones,55+,Other,Texas,YouTube,60,8941.01,0.0419
1792,Books,55+,Male,California,LinkedIn,60,4779.39,0.0562
1793,Shoes,55+,Female,California,Google Ads,14,6598.64,0.0712
1794,Laptops,18-24,Other,Florida,LinkedIn,60,2044.08,0.0308
1795,Books,35-44,Other,New York,LinkedIn,14,999.53,0.0413
1796,Books,18-24,Female,Texas,YouTube,60,2020.81,0.0377
1797,Laptops,35-44,Female,Illinois,Instagram,45,2892.53,0.0442
1798,Books,18-24,Female,Illinois,LinkedIn,14,7634.33,0.0525
1799,Shoes,45-54,Female,California,YouTube,30,2148.3,0.0325
1800,Shoes,35-44,Other,New York,Instagram,45,1741.22,0.0202
1801,Laptops,25-34,Female,New York,YouTube,60,9312.29,0.0581
1802,Furniture,35-44,Female,Texas,YouTube,60,7043.62,0.0661
1803,Smartphones,35-44,Other,Texas,Google Ads,45,4996.4,0.0737
1804,Furniture,35-44,Male,California,Facebook,7,1402.2,0.0506
1805,Books,45-54,Other,California,Instagram,30,8592.01,0.0494
1806,Smartphones,18-24,Male,California,YouTube,14,1528.46,0.0664
1807,Laptops,25-34,Female,Florida,LinkedIn,45,6304.94,0.0593
1808,Laptops,18-24,Other,New York,LinkedIn,14,6842.93,0.0454
1809,Smartphones,18-24,Female,California,Facebook,60,4301.32,0.0664
1810,Shoes,55+,Other,New York,Instagram,7,9156.56,0.051
1811,Smartphones,45-54,Male,Illinois,Google Ads,7,981.66,0.0486
1812,Books,55+,Other,Illinois,Instagram,14,8272.11,0.0639
1813,Shoes,45-54,Female,New York,LinkedIn,60,5761.05,0.022
1814,Laptops,18-24,Other,Illinois,LinkedIn,7,6306.44,0.0521
1815,Smartphones,18-24,Female,Illinois,Google Ads,30,9874.84,0.0824
1816,Furniture,45-54,Other,Illinois,Google Ads,60,6035.15,0.0709
1817,Furniture,18-24,Male,Texas,LinkedIn,45,8071.77,0.0294
1818,Books,18-24,Other,Texas,YouTube,45,1958.54,0.0564
1819,Furniture,25-34,Other,New York,YouTube,45,8188.25,0.0592
1820,Smartphones,55+,Other,New York,Google Ads,30,7730.19,0.0561
1821,Smartphones,55+,Other,Florida,YouTube,60,9697.05,0.0446
1822,Furniture,55+,Male,Texas,Google Ads,14,9389.25,0.0909
1823,Smartphones,35-44,Female,New York,Instagram,14,2532.87,0.041
1824,Books,25-34,Other,Texas,Instagram,60,4916.86,0.0425
1825,Shoes,55+,Other,Florida,Instagram,30,9159.09,0.0417
1826,Books,55+,Other,New York,Google Ads,60,6587.27,0.0763
1827,Books,25-34,Male,New York,Google Ads,14,4905.15,0.0671
1828,Smartphones,18-24,Female,New York,YouTube,60,1534.92,0.0456
1829,Shoes,55+,Female,New York,YouTube,45,3841.7,0.0293
1830,Smartphones,18-24,Other,California,YouTube,60,6819.78,0.0612
1831,Laptops,55+,Other,Texas,Facebook,7,7880.69,0.053
1832,Smartphones,45-54,Female,Texas,Google Ads,60,4748.09,0.0639
1833,Smartphones,35-44,Other,Texas,Instagram,14,1030.52,0.0467
1834,Smartphones,55+,Other,Florida,Instagram,14,6515.14,0.0464
1835,Shoes,45-54,Other,California,Facebook,14,9255.07,0.0525
1836,Smartphones,25-34,Male,Texas,Facebook,45,5215.9,0.0574
1837,Shoes,45-54,Male,Texas,Instagram,14,9320.03,0.0408
1838,Furniture,25-34,Female,New York,Google Ads,7,3863.96,0.0733
1839,Laptops,55+,Male,New York,Instagram,60,8920.47,0.04
1840,Shoes,25-34,Male,New York,Instagram,30,7970.23,0.0542
1841,Furniture,45-54,Female,Texas,Facebook,14,9636.54,0.0682
1842,Shoes,35-44,Male,New York,Facebook,60,8014.7,0.0362
1843,Shoes,18-24,Female,Texas,YouTube,45,3554.06,0.0681
1844,Laptops,18-24,Other,Florida,Facebook,60,9055.39,0.0569
1845,Books,35-44,Female,Florida,Instagram,14,6862.45,0.0706
1846,Books,18-24,Female,Illinois,YouTube,14,2039.66,0.0463
1847,Shoes,55+,Female,California,Instagram,14,936.67,0.0191
1848,Smartphones,55+,Other,New York,Google Ads,7,3975.53,0.0589
1849,Furniture,45-54,Other,New York,Google Ads,60,7975.21,0.0725
1850,Smartphones,45-54,Other,California,Facebook,30,6373.04,0.0496
1851,Smartphones,25-34,Female,California,YouTube,7,5507.71,0.08
1852,Shoes,45-54,Female,Illinois,LinkedIn,30,535.41,0.0069
1853,Shoes,55+,Female,California,Google Ads,14,4637.26,0.056
1854,Shoes,45-54,Female,Texas,Google Ads,30,1998.37,0.0629
1855,Shoes,18-24,Female,New York,Google Ads,30,4818.39,0.0852
1856,Books,25-34,Female,California,Google Ads,7,9921.82,0.0865
1857,Shoes,25-34,Female,Texas,Facebook,7,8855.62,0.0754
1858,Books,55+,Male,California,YouTube,60,3450.99,0.0559
1859,Books,45-54,Other,Texas,Google Ads,30,6138.32,0.0854
1860,Shoes,18-24,Male,Florida,Facebook,7,5269.9,0.0763
1861,Laptops,45-54,Other,Texas,YouTube,60,1735.45,0.0402
1862,Furniture,35-44,Female,Illinois,YouTube,30,9903.16,0.0851
1863,Smartphones,45-54,Male,Texas,LinkedIn,30,4539.16,0.0339
1864,Books,55+,Female,California,Instagram,14,5303.76,0.0594
1865,Furniture,45-54,Male,Florida,Google Ads,7,6652.19,0.1011
1866,Laptops,25-34,Male,Florida,Facebook,45,2319.67,0.0526
1867,Smartphones,18-24,Female,Texas,YouTube,7,2611.15,0.0749
1868,Smartphones,55+,Male,California,LinkedIn,14,2329.31,0.0252
1869,Books,35-44,Male,Florida,Instagram,60,4152.42,0.0474
1870,Shoes,18-24,Other,Texas,YouTube,7,2396.93,0.068
1871,Laptops,18-24,Female,Texas,YouTube,30,9300.76,0.0717
1872,Books,25-34,Female,Texas,Google Ads,45,7285.98,0.0726
1873,Laptops,25-34,Male,Florida,Instagram,60,9029.44,0.0703
1874,Shoes,25-34,Female,New York,Instagram,7,8560.6,0.0664
1875,Shoes,55+,Other,California,Facebook,60,7179.94,0.0269
1876,Books,45-54,Other,Illinois,LinkedIn,30,2806.09,0.0399
1877,Shoes,18-24,Female,Illinois,Facebook,45,6345.53,0.0703
1878,Furniture,45-54,Female,California,LinkedIn,30,2269.84,0.0326
1879,Smartphones,45-54,Other,New York,Facebook,45,1758.52,0.0434
1880,Books,25-34,Female,California,LinkedIn,60,6509.46,0.0286
1881,Laptops,45-54,Male,Texas,Google Ads,7,6433.94,0.087
1882,Furniture,18-24,Female,California,LinkedIn,45,1987.91,0.0092
1883,Books,18-24,Male,California,Facebook,30,3848.06,0.0398
1884,Shoes,35-44,Other,Florida,Instagram,45,1129.67,0.0326
1885,Shoes,55+,Female,Illinois,YouTube,60,7299.46,0.039
1886,Shoes,45-54,Other,Illinois,LinkedIn,60,9881.21,0.043
1887,Shoes,55+,Female,Texas,LinkedIn,60,7529.11,0.0197
1888,Laptops,55+,Male,Texas,Instagram,7,8519.45,0.0592
1889,Furniture,55+,Female,Florida,Google Ads,60,5025.26,0.0676
